NCT Number,Study Title,Study Status,Conditions,Interventions,Sponsor,Age,Phases,Enrollment,Country,Start_year,Sponsor_type,trial_status_clean
NCT01292837,A Study of Levetiracetam in Japanese Pediatric Patients With Generalized Tonic-clonic Seizures,COMPLETED,Epilepsy|Generalized Tonic-clonic Seizures,DRUG: Levetiracetam,UCB Japan Co. Ltd.,CHILD,PHASE3,13,Japan,2011,Industry,Completed
NCT01673828,AllopregNot Specifiednolone for the Treatment of Traumatic Brain Injury,COMPLETED,Traumatic Brain Injury|Posttraumatic Epilepsy,DRUG: AllopregNot Specifiednolone injection|DRUG: Placebo injection,Michael A. Rogawski  MD  PhD,CHILD  ADULT  OLDER_ADULT,PHASE2,13,United States,2013,Government/Other,Completed
NCT06534502,Study of the Pharmacokinetics  Safety  and Tolerability of ZONISADE in Children 1 Month to 17 Years of Age With Partial-onset Seizures,NOT_YET_RECRUITING,Seizures|Seizures  Focal|Seizure  Partial Onset|Seizure Disorder  Partial|Seizure  Partial|Epilepsies  Partial|Epilepsy,DRUG: Zonisamide Oral Product,Azurity Pharmaceuticals,CHILD,PHASE4,40,United States,2026,Industry,Other
NCT03650452,A Phase 2  Multicenter  Randomized  Double-blind  Placebo-controlled Study to Evaluate the Efficacy  Safety  and Tolerability of TAK-935 (OV935) as an Adjunctive Therapy in Pediatric Participants With Developmental and/or Epileptic Encephalopathies,COMPLETED,Epilepsy|Dravet Syndrome|Lennox-Gastaut Syndrome,DRUG: TAK-935|DRUG: Placebo,Takeda,CHILD,PHASE2,141,United States,2018,Government/Other,Completed
NCT06663969,Evaluating Modulation Effects of Temporal Interference Using SEEG,RECRUITING,Deep Brain Stimulation|Drug Resistant Epilepsy,OTHER: Temporal Interference,Xuanwu Hospital  Beijing,CHILD  ADULT  OLDER_ADULT,Not Specified,20,ChiNot Specified,2024,Academic,Recruiting
NCT01831063,A Simulation-based Intervention for Caregivers of Children With Seizures,COMPLETED,Dependency on Medications Prescribed for Patient|Types of Seizures and Epileptic Syndromes,BEHAVIORAL: Simulation,University of Calgary,CHILD,Not Specified,61,CaNot Specifiedda,2011,Academic,Completed
NCT03184597,HLA Screening in Reducing the Risk of Antiepileptic Drug-induced Cutaneous Adverse Reactions,UNKNOWN,Epilepsy|Neuropathy|Psychiatric Illness|Blepharospasm,DIAGNOSTIC_TEST: HLA screening before commencing aromatic AEDs,Second Affiliated Hospital of Guangzhou Medical University,CHILD  ADULT  OLDER_ADULT,Not Specified,4000,ChiNot Specified,2017,Academic,Other
NCT02633241,A Pilot Study of Dexmedetomidine-Propofol in Children Undergoing Magnetic ResoNot Specifiednce Imaging,COMPLETED,Epilepsy|Cerebral Palsy|Developmental Delay,DRUG: Dexmedetomidine bolus and high infusion-Propofol|DRUG: Dexmedetomidine bolus and low infusion-Propofol|DRUG: Dexmedetomidine bolus only - Propofol,Joseph Cravero,CHILD,PHASE4,71,United States,2017,Government/Other,Completed
NCT03198949,A Study Investigating the Anti-epileptic Efficacy of Afinitor (Everolimus) in Patients With Refractory Seizures Who Have Focal Cortical Dysplasia Type II (FCD II),COMPLETED,Epilepsy and Focal Cortical Dysplasia II,DRUG: Afinitor (everolimus),Yonsei University,CHILD  ADULT,PHASE2,23,South Korea,2018,Academic,Completed
NCT06412692,MotivatioNot Specifiedl Interviewing in Adolescents With Epilepsy,ENROLLING_BY_INVITATION,Pediatric ALL,OTHER: The MotivatioNot Specifiedl Interviewing Technique,Izmir Katip Celebi University,CHILD,Not Specified,72,Turkey (TÃ¼rkiye),2023,Academic,Other
NCT02224573,An Open Label Extension Study of CanNot Specifiedbidiol (GWP42003-P) in Children and Adults With Dravet or Lennox-Gastaut Syndromes,COMPLETED,Epilepsy|Dravet Syndrome|Lennox-Gastaut Syndrome,DRUG: GWP42003-P,GW Research Ltd,CHILD  ADULT  OLDER_ADULT,PHASE3,681,,2015,Industry,Completed
NCT06092320,Does Teaching Before or After Simulation Improve Learning?,RECRUITING,Medical Education|Simulation,OTHER: Simulation on Pediatric Status Epilepticus|OTHER: Didactic Lecture on Pediatric Status Epilepticus,University of British Columbia,CHILD  ADULT  OLDER_ADULT,Not Specified,40,CaNot Specifiedda,2023,Academic,Recruiting
NCT04287881,Methylenetetrahydrofolate Reductase Deficiency in Ischemic Stroke,COMPLETED,Hyperhomocysteinemia  Thrombotic  Cbs-Related|Ischemic Stroke|Epilepsy,GENETIC: Methylenetetrahydrofolate reductase (MTHFR) deficiency,Istanbul Medeniyet University,CHILD  ADULT  OLDER_ADULT,Not Specified,32,Turkey (TÃ¼rkiye),2019,Academic,Completed
NCT04218812,Clinical Utility of Automated Electric Source Imaging in Presurgical Evaluation,UNKNOWN,Electroencephalography|Refractory Epilepsy|Brain Imaging|Surgery,DIAGNOSTIC_TEST: No electrical source imaging (ESI)|DIAGNOSTIC_TEST: Automated electrical source imaging (ESI),SÃ¡ndor Beniczky,CHILD  ADULT  OLDER_ADULT,Not Specified,250,Austria,2019,Government/Other,Other
NCT05064878,A Phase 3 Study to Examine the Efficacy and Safety of ZX008 in Subjects With CDKL5 Deficiency Disorder.,ACTIVE_NOT_RECRUITING,CDKL5 Deficiency Disorder|Generalized Tonic Clonic Seizure|Epileptic Spasm|Refractory Seizures,DRUG: Fenfluramine|DRUG: Placebo,Zogenix  Inc.,CHILD  ADULT,PHASE3,87,United States,2022,Industry,Other
NCT00323947,Methylphenidate for Treating Attention Deficit Hyperactivity Disorder in Children With Both ADHD and Epilepsy,COMPLETED,Attention Deficit Disorder With Hyperactivity|Epilepsy,DRUG: Extended Release Methylphenidate (OROS-Methylphenidate),Boston Children's Hospital,CHILD  ADULT,PHASE4,33,United States,2003,Academic,Completed
NCT01521130,Imaging the Effect of Centrotemporal Spikes and Seizures on Language in Children,COMPLETED,Benign Childhood Epilepsy With Centro-Temporal Spikes,DRUG: Levetiracetam,Children's Hospital Medical Center  CincinNot Specifiedti,CHILD,PHASE1,108,United States,2012,Academic,Completed
NCT06432231,Effects of Low Glycemic Index Diet in Children With Drug-resistant Epilepsy,COMPLETED,Ketogenic Diet|Drug Resistant Epilepsy|Oxidative Stress|Quality of Life|Psychological Health,OTHER: Low glycemic index diet treatment,Izmir Katip Celebi University,CHILD  ADULT,Not Specified,34,Turkey (TÃ¼rkiye),2022,Academic,Completed
NCT04822662,The Individual and Family Self MaNot Specifiedgement Theory Based Epilepsy Education Program's Effectiveness,COMPLETED,Self MaNot Specifiedgement|Epilepsy; Seizure|Quality of Life,BEHAVIORAL: Epilepsy Education Programme,KTO Karatay University,CHILD  ADULT,Not Specified,36,Turkey (TÃ¼rkiye),2021,Academic,Completed
NCT02960347,Examining the Efficacy of tDCS in the Attenuation of Epileptic Paroxysmal Discharges and Clinical Seizures,COMPLETED,Ohtahara Syndrome,DEVICE: High-definition (HD) transcranial direct current stimulator  HD-tDCS with 4x1 HD adaptor,Herzog Hospital,CHILD,Not Specified,1,Israel,2016,Academic,Completed
NCT03865771,Sleep Related Memory Consolidation in Children With Age Related Focal Epilepsy.,RECRUITING,Benign Epilepsy With Centro Temporal Spikes (BECTS)|Atypical Benign Partial Epilepsy (ABPE)|Epileptic Encephalopathy With Continuous Spike and Waves During Sleep (ECSWS),BEHAVIORAL: Neuropsychological testing|BEHAVIORAL: Neuropsychological procedure|OTHER: Video EEG and polysomnography,University Hospital  Strasbourg  France,CHILD,Not Specified,95,France,2019,Academic,Recruiting
NCT04665453,Dexmedetomidine and Melatonin for Sleep Induction for EEG in Children,COMPLETED,Electroencephalography|Child|Dexmedetomidine|Melatonin|Sleep|Epilepsy,DIAGNOSTIC_TEST: Electroencephalography|DIAGNOSTIC_TEST: Monitoring of vital functions|DRUG: Melatonin 0 1mg/kg oral syrup|DRUG: Dexmedetomidine 3 mcg/kg sublingually|DRUG: Dexmedetomidine 3 mcg/kg intraNot Specifiedsally,University Medical Centre LjubljaNot Specified,CHILD  ADULT,Not Specified,150,Slovenia,2020,Academic,Completed
